PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,SPECIES_SYMBOL_FLD,UNIQUE_SP_NBR,SPECIES_SYMBOL,GROWTH_HABIT,COVER_PCT,IS_MAINTAINED_AREA,CN,INVS_CN,PLT_CN,SBP_CN,CND_CN,PREV_PLT_CN
1857790,2,17,3,31,22034,1,1,CYLO11,1,CYLO11,Vine; Forb;herb,1,0.0,942085200290487,942085197290487,559740575126144,942085173290487,942085169290487,352769814489998.0
1857748,2,17,3,31,22022,1,1,ACPL,1,ACPL,Tree,1,0.0,942084073290487,942084069290487,559740581126144,942084035290487,942084029290487,352769818489998.0
1857748,2,17,3,31,22022,1,2,CEOR7,1,CEOR7,Vine,0,,942084075290487,942084070290487,559740581126144,942084035290487,942084030290487,352769818489998.0
1857910,3,17,3,31,22179,1,1,ULPU,1,ULPU,Tree; Shrub,1,1.0,942231180290487,942231178290487,781817017290487,942231148290487,942231141290487,352769749489998.0
1857071,2,17,3,31,23538,1,2,ACPL,1,ACPL,Tree,1,1.0,942231385290487,942231384290487,781817020290487,942231362290487,942231357290487,352769742489998.0
1856834,2,17,3,31,23262,1,1,ACPL,1,ACPL,Tree,30,1.0,942230990290487,942230989290487,781817043290487,942230941290487,942230933290487,352769727489998.0
1856785,2,17,3,31,23176,1,1,ACPL,1,ACPL,Tree,10,1.0,1287854212290487,1287854209290487,992948070290487,1287854173290487,1287854167290487,352769662489998.0
1856785,2,17,3,31,23176,1,1,POCU6,1,POCU6,Subshrub; Forb;herb,4,1.0,1287854211290487,1287854210290487,992948070290487,1287854173290487,1287854167290487,352769662489998.0
1469295,1,55,5,59,22215,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,0.0,487679924489998,478152733489998,923464,478152716489998,478152715489998,
1469621,5,55,5,59,20042,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,1.0,491757711126144,491757708126144,923565,491757689126144,491757688126144,
1469784,5,55,5,59,20076,1,1,ACPL,1,ACPL,Tree,1,1.0,785696401290487,785696394290487,923575,785696356290487,785696352290487,
1469919,4,55,5,59,20011,1,1,ALPE4,1,ALPE4,Forb;herb,1,0.0,505940895126144,505940891126144,923671,505940844126144,505940842126144,
1467836,1,55,5,59,21546,1,2,RHCA3,1,RHCA3,Tree; Shrub,0,,707805024126144,707805017126144,923687,707804906126144,707804902126144,
1468024,1,55,5,59,21640,1,1,ALPE4,1,ALPE4,Forb;herb,1,0.0,707805521126144,707805519126144,923691,707805500126144,707805495126144,
1469478,1,55,5,59,22292,1,1,RHCA3,1,RHCA3,Tree; Shrub,3,0.0,785694747290487,785694744290487,923693,785694652290487,785694646290487,
1467849,1,55,5,59,21553,1,1,PHAR3,1,PHAR3,Graminoid,1,0.0,785692962290487,785692960290487,923694,785692881290487,785692876290487,
1467849,1,55,5,59,21553,1,2,ACPL,1,ACPL,Tree,1,1.0,785692968290487,785692957290487,923694,785692881290487,785692877290487,
1468095,1,55,5,59,21676,1,1,PHAR3,1,PHAR3,Graminoid,2,0.0,785695647290487,785695645290487,923696,785695629290487,785695627290487,
1469103,1,55,5,59,22180,1,1,LONIC,1,LONIC,,5,0.0,785697391290487,785697387290487,923699,785697286290487,785697279290487,
1469103,1,55,5,59,22180,1,4,RHCA3,1,RHCA3,Tree; Shrub,1,0.0,785697402290487,785697388290487,923699,785697286290487,785697282290487,
1852337,6,17,3,31,20119,1,2,PHAR3,1,PHAR3,Graminoid,1,1.0,487678681489998,478151391489998,352769830489998,478151333489998,478151331489998,
1837440,4,17,3,197,20071,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,0.0,487678693489998,478151470489998,352769832489998,478151441489998,478151440489998,
1852402,4,17,3,31,20005,1,1,LONIC,1,LONIC,Shrub;Vine,1,1.0,487678700489998,478151543489998,352769834489998,478151513489998,478151511489998,
1796375,4,17,3,97,20011,1,1,LONIC,1,LONIC,Shrub;Vine,1,0.0,487678714489998,478151729489998,352769839489998,478151657489998,478151655489998,
1796375,4,17,3,97,20011,1,2,LONIC,1,LONIC,Shrub;Vine,1,0.0,487678715489998,478151729489998,352769839489998,478151657489998,478151656489998,
1796340,4,17,3,97,20080,1,1,ALPE4,1,ALPE4,Forb;herb,8,0.0,487678720489998,478151800489998,352769840489998,478151750489998,478151747489998,
1796340,4,17,3,97,20080,1,2,ALPE4,1,ALPE4,Forb;herb,75,0.0,487678721489998,478151800489998,352769840489998,478151750489998,478151748489998,
1796340,4,17,3,97,20080,1,2,BETH,1,BETH,Shrub,1,0.0,487678724489998,478151801489998,352769840489998,478151750489998,478151748489998,
1853009,4,17,3,43,20202,1,1,RHCA3,1,RHCA3,Tree; Shrub,55,0.0,487678748489998,478152095489998,352769848489998,478152041489998,478152040489998,
1837502,5,17,3,197,20155,1,1,ACPL,1,ACPL,Tree,14,1.0,487678751489998,478152148489998,352769850489998,478152132489998,478152130489998,
1837502,5,17,3,197,20155,1,1,CIAR4,1,CIAR4,Forb;herb,2,1.0,487678753489998,478152149489998,352769850489998,478152132489998,478152130489998,
1797337,4,17,3,111,20061,1,1,BEVU,1,BEVU,Shrub,1,0.0,487678759489998,478152263489998,352769854489998,478152242489998,478152240489998,
1795928,5,17,3,89,20061,1,2,PHAR3,1,PHAR3,Graminoid,0,,487678768489998,478152396489998,352769859489998,478152376489998,478152375489998,
1916010,5,18,4,89,20121,1,1,ROMU,1,ROMU,Vine; Subshrub,0,,487678779489998,478152593489998,352769866489998,478152530489998,478152528489998,
1854651,2,17,3,31,23232,1,2,HEHE,1,HEHE,Vine,0,,942083717290487,942083714290487,559740535126144,942083683290487,942083678290487,352769800489998.0
1469838,5,55,5,59,20025,1,1,BETH,1,BETH,Shrub,1,0.0,942084825290487,942084822290487,924013,942084736290487,942084734290487,
1469307,1,55,5,59,22221,1,1,RHCA3,1,RHCA3,Tree; Shrub,4,0.0,942163673290487,942163669290487,924136,942163483290487,942163480290487,
1469307,1,55,5,59,22221,1,1,ROMU,1,ROMU,Vine; Subshrub,1,0.0,942163672290487,942163670290487,924136,942163483290487,942163480290487,
1467826,1,55,5,59,21541,1,1,VIOP,1,VIOP,Tree; Shrub,1,0.0,1287177546290487,1287177544290487,924143,1287177476290487,1287177472290487,
1855668,1,17,3,31,22170,1,3,ULPU,1,ULPU,Tree; Shrub,5,1.0,785697451290487,785697449290487,352769404489998,785697423290487,785697416290487,
1796293,4,17,3,97,20085,1,1,CEOR7,1,CEOR7,Vine,30,0.0,1287853417290487,1287853412290487,352769419489998,1287853326290487,1287853323290487,
1795839,4,17,3,89,20028,1,1,RHCA3,1,RHCA3,Tree; Shrub,60,0.0,1287854073290487,1287854069290487,352769435489998,1287853971290487,1287853966290487,
1852359,4,17,3,31,20203,1,1,ULPU,1,ULPU,Tree; Shrub,30,0.0,942212742290487,942212736290487,352769474489998,942212660290487,942212656290487,
1852359,4,17,3,31,20203,1,2,ALPE4,1,ALPE4,Forb;herb,1,0.0,942212745290487,942212732290487,352769474489998,942212660290487,942212657290487,
1852359,4,17,3,31,20203,1,2,CIVU,1,CIVU,Forb;herb,1,0.0,942212746290487,942212733290487,352769474489998,942212660290487,942212657290487,
1852371,4,17,3,31,20083,1,1,RHCA3,1,RHCA3,Tree; Shrub,85,0.0,942211054290487,942211050290487,352769487489998,942210931290487,942210929290487,
1852371,4,17,3,31,20083,1,1,ROMU,1,ROMU,Vine; Subshrub,1,0.0,942211053290487,942211051290487,352769487489998,942210931290487,942210929290487,
1852440,4,17,3,31,20158,1,1,CIAR4,1,CIAR4,Forb;herb,5,0.0,942211401290487,942211398290487,352769489489998,942211318290487,942211316290487,
1795838,4,17,3,89,20052,1,1,PHAU7,1,PHAU7,Subshrub; Shrub; Graminoid,1,0.0,942211658290487,942211656290487,352769490489998,942211612290487,942211611290487,
1916222,6,18,4,89,20048,1,1,PHAU7,1,PHAU7,Subshrub; Shrub; Graminoid,15,0.0,942231774290487,942231772290487,352769508489998,942231667290487,942231665290487,
1857055,1,17,3,31,23500,1,3,FRAL4,1,FRAL4,Tree; Shrub,0,,785695860290487,785695852290487,352769526489998,785695796290487,785695792290487,
1856927,1,17,3,31,23331,1,1,ACPL,1,ACPL,Tree,2,1.0,785693445290487,785693441290487,352769536489998,785693421290487,785693415290487,
1855516,1,17,3,31,23403,1,2,RHCA3,1,RHCA3,Tree; Shrub,5,0.0,785695099290487,785695095290487,352769539489998,785694951290487,785694946290487,
1857355,1,17,3,31,23807,1,1,ACPL,1,ACPL,Tree,5,1.0,785697054290487,785697053290487,352769541489998,785697019290487,785697014290487,
1796311,4,17,3,97,20059,1,1,RHCA3,1,RHCA3,Tree; Shrub,1,1.0,942083639290487,942083638290487,352769557489998,942083616290487,942083614290487,
1797301,4,17,3,111,20105,1,1,RHCA3,1,RHCA3,Tree; Shrub,40,0.0,942082697290487,942082692290487,352769564489998,942082538290487,942082536290487,
1915171,4,18,4,89,20095,1,1,CIVU,1,CIVU,Forb;herb,1,1.0,942083174290487,942083171290487,352769579489998,942083136290487,942083133290487,
1915171,4,18,4,89,20095,1,1,LIVU,1,LIVU,Shrub,1,1.0,942083175290487,942083172290487,352769579489998,942083136290487,942083133290487,
1915975,4,18,4,89,20027,1,1,ULPU,1,ULPU,Tree; Shrub,2,0.0,942084721290487,942084716290487,352769581489998,942084659290487,942084655290487,
1857739,1,17,3,31,21950,1,3,AIAL,1,AIAL,Tree,1,0.0,785698755290487,785698753290487,352769603489998,785698728290487,785698721290487,
1857977,1,17,3,31,22301,1,2,BETH,1,BETH,Shrub,1,1.0,785695266290487,785695260290487,352769606489998,785695212290487,785695206290487,
1854669,1,17,3,31,23592,1,2,ACPL,1,ACPL,Tree,0,,785693700290487,785693696290487,352769614489998,785693645290487,785693639290487,
1852352,4,17,3,31,20202,1,1,PHAR3,1,PHAR3,Graminoid,1,1.0,785698886290487,785698885290487,352769616489998,785698860290487,785698859290487,
1852442,4,17,3,31,20004,1,2,CIAR4,1,CIAR4,Forb;herb,0,,785698328290487,785698323290487,352769622489998,785698266290487,785698262290487,
1852401,5,17,3,31,20132,1,1,AIAL,1,AIAL,Tree,3,1.0,785697863290487,785697856290487,352769626489998,785697814290487,785697810290487,
1852426,4,17,3,31,20011,1,1,ALPE4,1,ALPE4,Forb;herb,1,0.0,785696140290487,785696133290487,352769627489998,785696048290487,785696041290487,
1852426,4,17,3,31,20011,1,1,ROMU,1,ROMU,Vine; Subshrub,11,0.0,785696145290487,785696139290487,352769627489998,785696048290487,785696041290487,
1796370,4,17,3,97,20072,1,1,LONIC,1,LONIC,,1,0.0,785697888290487,785697887290487,352769628489998,785697872290487,785697870290487,
1837451,4,17,3,197,20160,1,1,LONIC,1,LONIC,,5,0.0,785696255290487,785696247290487,352769637489998,785696187290487,785696181290487,
1837451,4,17,3,197,20160,1,1,LYNU,1,LYNU,Forb;herb,1,1.0,785696252290487,785696248290487,352769637489998,785696187290487,785696181290487,
1837451,4,17,3,197,20160,1,1,RHCA3,1,RHCA3,Tree; Shrub,35,0.0,785696256290487,785696249290487,352769637489998,785696187290487,785696181290487,
1837573,4,17,3,197,20140,1,1,ELUM,1,ELUM,Shrub,1,1.0,785693818290487,785693816290487,352769638489998,785693800290487,785693797290487,
1853030,4,17,3,43,20009,1,1,RHCA3,1,RHCA3,Tree; Shrub,20,0.0,785695621290487,785695615290487,352769644489998,785695547290487,785695545290487,
1795861,4,17,3,89,20067,1,1,ALPE4,1,ALPE4,Forb;herb,8,0.0,785697987290487,785697980290487,352769646489998,785697941290487,785697937290487,
1797320,4,17,3,111,20200,1,1,ALPE4,1,ALPE4,Forb;herb,1,0.0,785694512290487,785694507290487,352769647489998,785694437290487,785694434290487,
1837534,4,17,3,197,20021,1,1,LOMA6,1,LOMA6,Shrub,1,1.0,785694555290487,785694553290487,352769651489998,785694526290487,785694523290487,
1915150,4,18,4,127,20092,1,1,AIAL,1,AIAL,Tree,0,,785693855290487,785693851290487,352769654489998,785693827290487,785693824290487,
1915150,4,18,4,127,20092,1,2,CEOR7,1,CEOR7,Vine,1,1.0,785693860290487,785693852290487,352769654489998,785693827290487,785693825290487,
1856785,1,17,3,31,23176,1,3,LONIC,1,LONIC,Shrub;Vine,1,1.0,707806144126144,707806138126144,352769662489998,707806103126144,707806099126144,
1857636,1,17,3,31,21757,1,1,CIAR4,1,CIAR4,Forb;herb,1,1.0,707806741126144,707806739126144,352769669489998,707806722126144,707806720126144,
1857636,1,17,3,31,21757,1,1,ULPU,1,ULPU,Tree; Shrub,1,1.0,707806742126144,707806740126144,352769669489998,707806722126144,707806720126144,
1854876,1,17,3,31,22214,1,1,PATO2,1,PATO2,Tree,2,1.0,707806392126144,707806390126144,352769679489998,707806369126144,707806360126144,
1856944,1,17,3,31,23368,1,2,ACPL,1,ACPL,Tree,1,1.0,707805420126144,707805415126144,352769683489998,707805393126144,707805386126144,
1852384,4,17,3,31,20155,1,2,RHCA3,1,RHCA3,Tree; Shrub,0,,707806912126144,707806903126144,352769684489998,707806863126144,707806857126144,
1852384,4,17,3,31,20155,1,2,ULPU,1,ULPU,Tree; Shrub,0,,707806913126144,707806904126144,352769684489998,707806863126144,707806857126144,
1852348,4,17,3,31,20149,1,2,ULPU,1,ULPU,Tree; Shrub,1,1.0,707805673126144,707805670126144,352769689489998,707805644126144,707805641126144,
1852511,4,17,3,31,20152,1,1,BETH,1,BETH,Shrub,0,,707806438126144,707806436126144,352769698489998,707806407126144,707806401126144,
1797317,4,17,3,111,20019,1,1,ACPL,1,ACPL,Tree,4,1.0,707805812126144,707805803126144,352769712489998,707805758126144,707805755126144,
1915979,4,18,4,89,29990,1,1,HEMA3,1,HEMA3,Forb;herb,1,0.0,707807058126144,707807050126144,352769717489998,707806982126144,707806980126144,
1854642,1,17,3,31,23241,1,1,CIAR4,1,CIAR4,Forb;herb,1,1.0,491757922126144,491757916126144,352769721489998,491757893126144,491757891126144,
1854662,1,17,3,31,23221,1,2,ULPU,1,ULPU,Tree; Shrub,1,1.0,491758037126144,491758031126144,352769725489998,491757995126144,491757994126144,
1856834,1,17,3,31,23262,1,2,ACPL,1,ACPL,Tree,4,1.0,491758135126144,491758133126144,352769727489998,491758094126144,491758093126144,
1857002,1,17,3,31,23445,1,1,CESTM,1,CESTM,Forb;herb,1,1.0,491758318126144,491758316126144,352769734489998,491758304126144,491758303126144,
1857071,1,17,3,31,23538,1,1,ACPL,1,ACPL,Tree,4,1.0,491758509126144,491758507126144,352769742489998,491758487126144,491758486126144,
1855673,1,17,3,31,22165,1,1,ALPE4,1,ALPE4,Forb;herb,3,0.0,491758591126144,491758586126144,352769743489998,491758517126144,491758515126144,
1852479,4,17,3,31,20133,1,1,PHAR3,1,PHAR3,Graminoid,1,0.0,491759027126144,491759021126144,352769757489998,491758923126144,491758922126144,
1852479,4,17,3,31,20133,1,1,RHCA3,1,RHCA3,Tree; Shrub,80,0.0,491759028126144,491759022126144,352769757489998,491758923126144,491758922126144,
1852357,4,17,3,31,20116,1,1,ALPE4,1,ALPE4,Forb;herb,1,0.0,491759127126144,491759122126144,352769758489998,491759035126144,491759034126144,
1852357,4,17,3,31,20116,1,1,ROMU,1,ROMU,Vine; Subshrub,12,0.0,491759130126144,491759125126144,352769758489998,491759035126144,491759034126144,
1837464,4,17,3,197,20064,1,1,RHCA3,1,RHCA3,Tree; Shrub,2,1.0,491759177126144,491759176126144,352769760489998,491759163126144,491759161126144,
1852996,4,17,3,43,20048,1,1,ACPL,1,ACPL,Tree,14,1.0,491759528126144,491759522126144,352769770489998,491759506126144,491759505126144,
1852996,4,17,3,43,20048,1,1,AIAL,1,AIAL,Tree,1,1.0,491759529126144,491759523126144,352769770489998,491759506126144,491759505126144,
1796348,4,17,3,97,20201,1,2,ULPU,1,ULPU,Tree; Shrub,1,1.0,491757290126144,491757284126144,352769776489998,491757266126144,491757265126144,
1852464,4,17,3,31,20154,1,1,CIAR4,1,CIAR4,Forb;herb,1,1.0,491757320126144,491757318126144,352769778489998,491757307126144,491757306126144,
1853014,4,17,3,43,20006,1,1,RHCA3,1,RHCA3,Tree; Shrub,2,1.0,491757422126144,491757419126144,352769781489998,491757386126144,491757385126144,
1795853,4,17,3,89,20007,1,1,LOMA6,1,LOMA6,Shrub,1,1.0,491757515126144,491757513126144,352769784489998,491757463126144,491757461126144,
1795853,4,17,3,89,20007,1,2,RHCA3,1,RHCA3,Tree; Shrub,0,,491757518126144,491757514126144,352769784489998,491757463126144,491757462126144,
1797322,4,17,3,111,20109,1,1,PHAR3,1,PHAR3,Graminoid,0,,491757537126144,491757536126144,352769785489998,491757523126144,491757521126144,
1915887,4,18,4,89,20086,1,1,LONIC,1,LONIC,Shrub;Vine,1,1.0,528824634126144,528824633126144,352769790489998,528824622126144,528824621126144,
1857695,1,17,3,31,21833,1,2,AIAL,1,AIAL,Tree,10,1.0,487678509489998,478150565489998,352769802489998,478150536489998,478150535489998,
1857695,1,17,3,31,21833,1,2,CIAR4,1,CIAR4,Forb;herb,1,1.0,487678511489998,478150566489998,352769802489998,478150536489998,478150535489998,
1852392,4,17,3,31,20205,1,1,CESTM,1,CESTM,Forb;herb,1,0.0,487678515489998,478150732489998,352769809489998,478150718489998,478150716489998,
1857067,1,17,3,31,23488,1,1,CIAR4,1,CIAR4,Forb;herb,1,1.0,487678519489998,478150869489998,352769812489998,478150840489998,478150838489998,
1857880,1,17,3,31,22128,1,1,ULPU,1,ULPU,Tree; Shrub,1,0.0,487678654489998,478150971489998,352769816489998,478150945489998,478150943489998,
1857748,1,17,3,31,22022,1,2,ACPL,1,ACPL,Tree,0,,487678659489998,478151037489998,352769818489998,478151011489998,478151010489998,
1857721,1,17,3,31,21968,1,1,ACPL,1,ACPL,Tree,1,1.0,487678665489998,478151182489998,352769823489998,478151158489998,478151152489998,
1856790,1,17,3,31,23171,1,1,ALPE4,1,ALPE4,Forb;herb,1,1.0,487678669489998,478151222489998,352769825489998,478151202489998,478151200489998,
1857748,2,17,3,31,22022,1,2,ACPL,1,ACPL,Tree,15,1.0,942084077290487,942084069290487,559740581126144,942084035290487,942084030290487,352769818489998.0
1857843,2,17,3,31,22111,1,1,CIAR4,1,CIAR4,Forb;herb,1,0.0,942230894290487,942230893290487,781816987290487,942230878290487,942230876290487,352769750489998.0
1856834,2,17,3,31,23262,1,2,ACPL,1,ACPL,Tree,8,1.0,942230991290487,942230989290487,781817043290487,942230941290487,942230934290487,352769727489998.0
1854642,2,17,3,31,23241,1,1,HEHE,1,HEHE,Vine,1,1.0,942231423290487,942231422290487,781817046290487,942231399290487,942231393290487,352769721489998.0
1857636,3,17,3,31,21757,1,1,CIVU,1,CIVU,Forb;herb,5,1.0,1287852690290487,1287852689290487,992948019290487,1287852668290487,1287852666290487,352769669489998.0
1469919,4,55,5,59,20011,1,2,ULPU,1,ULPU,Tree; Shrub,6,0.0,505940902126144,505940894126144,923671,505940844126144,505940843126144,
1467836,1,55,5,59,21546,1,1,ELUM,1,ELUM,Shrub,2,0.0,707805021126144,707805015126144,923687,707804906126144,707804901126144,
1468024,1,55,5,59,21640,1,2,RHCA3,1,RHCA3,Tree; Shrub,1,0.0,707805524126144,707805520126144,923691,707805500126144,707805496126144,
1467849,1,55,5,59,21553,1,1,ALPE4,1,ALPE4,Forb;herb,1,1.0,785692963290487,785692958290487,923694,785692881290487,785692876290487,
1467849,1,55,5,59,21553,1,2,HEMA3,1,HEMA3,Forb;herb,1,0.0,785692967290487,785692959290487,923694,785692881290487,785692877290487,
1469103,1,55,5,59,22180,1,2,ALPE4,1,ALPE4,Forb;herb,1,1.0,785697393290487,785697386290487,923699,785697286290487,785697280290487,
1469103,1,55,5,59,22180,1,3,ACPL,1,ACPL,Tree,2,0.0,785697400290487,785697385290487,923699,785697286290487,785697281290487,
1852341,4,17,3,31,20182,1,1,ALPE4,1,ALPE4,Forb;herb,1,1.0,487678687489998,478151428489998,352769831489998,478151403489998,478151402489998,
1837440,4,17,3,197,20071,1,1,ALPE4,1,ALPE4,Forb;herb,6,0.0,487678689489998,478151466489998,352769832489998,478151441489998,478151440489998,
1796331,5,17,3,97,20077,1,1,ELUM,1,ELUM,Shrub,3,0.0,487678705489998,478151640489998,352769838489998,478151629489998,478151628489998,
1796331,5,17,3,97,20077,1,1,PHAR3,1,PHAR3,Graminoid,52,0.0,487678707489998,478151642489998,352769838489998,478151629489998,478151628489998,
1796375,4,17,3,97,20011,1,1,HEHE,1,HEHE,Vine,0,,487678710489998,478151727489998,352769839489998,478151657489998,478151655489998,
1796340,4,17,3,97,20080,1,1,RHCA3,1,RHCA3,Tree; Shrub,2,0.0,487678729489998,478151803489998,352769840489998,478151750489998,478151747489998,
1796340,4,17,3,97,20080,1,2,LONIC,1,LONIC,Shrub;Vine,15,0.0,487678727489998,478151802489998,352769840489998,478151750489998,478151748489998,
1796340,4,17,3,97,20080,1,2,RHCA3,1,RHCA3,Tree; Shrub,25,0.0,487678730489998,478151803489998,352769840489998,478151750489998,478151748489998,
1796372,4,17,3,97,20061,1,1,ALPE4,1,ALPE4,Forb;herb,1,0.0,487678736489998,478151934489998,352769843489998,478151903489998,478151902489998,
1852438,4,17,3,31,20171,1,1,RHCA3,1,RHCA3,Tree; Shrub,73,0.0,487678741489998,479491254489998,352769844489998,479490890489998,479490889489998,
1852441,4,17,3,31,20087,1,1,ACPL,1,ACPL,Tree,1,1.0,487678744489998,478152034489998,352769847489998,478151981489998,478151980489998,
1852420,4,17,3,31,20177,1,1,FRAL4,1,FRAL4,Tree; Shrub,1,0.0,487678750489998,478152122489998,352769849489998,478152105489998,478152104489998,
1853039,5,17,3,43,20034,1,1,BETH,1,BETH,Shrub,1,1.0,487678761489998,478152366489998,352769858489998,478152327489998,478152325489998,
1853039,5,17,3,43,20034,1,2,BETH,1,BETH,Shrub,0,,487678762489998,478152366489998,352769858489998,478152327489998,478152326489998,
1795928,5,17,3,89,20061,1,1,CIAR4,1,CIAR4,Forb;herb,1,1.0,487678763489998,478152394489998,352769859489998,478152376489998,478152374489998,
1854651,2,17,3,31,23232,1,1,HEHE,1,HEHE,Vine,1,1.0,942083716290487,942083714290487,559740535126144,942083683290487,942083677290487,352769800489998.0
1469754,5,55,5,59,20248,1,2,CIAR4,1,CIAR4,Forb;herb,1,1.0,1287172303290487,1287172301290487,924030,1287172283290487,1287172281290487,
1468333,1,55,5,59,21795,1,3,ROPS,1,ROPS,Tree,3,0.0,942083580290487,942083575290487,924132,942083528290487,942083525290487,
1467748,1,55,5,59,21502,1,1,ACPL,1,ACPL,Tree,1,1.0,1287172506290487,1287172505290487,924142,1287172460290487,1287172455290487,
1854646,1,17,3,31,23237,1,1,RHCA3,1,RHCA3,Tree; Shrub,10,0.0,785693059290487,785693057290487,352769389489998,785693010290487,785693006290487,
1857700,1,17,3,31,21828,1,1,CIAR4,1,CIAR4,Forb;herb,1,1.0,785693956290487,785693954290487,352769394489998,785693934290487,785693924290487,
1856981,1,17,3,31,23412,1,1,CIVU,1,CIVU,Forb;herb,1,1.0,785693100290487,785693098290487,352769399489998,785693067290487,785693064290487,
1857076,1,17,3,31,23533,1,2,AIAL,1,AIAL,Tree,8,1.0,785694031290487,785694028290487,352769403489998,785694009290487,785694003290487,
1857076,1,17,3,31,23533,1,2,ULPU,1,ULPU,Tree; Shrub,1,1.0,785694030290487,785694029290487,352769403489998,785694009290487,785694003290487,
1796366,4,17,3,97,20202,1,1,CIAR4,1,CIAR4,Forb;herb,1,0.0,1287854265290487,1287854263290487,352769420489998,1287854245290487,1287854242290487,
1795876,4,17,3,89,20006,1,1,PHAU7,1,PHAU7,Subshrub; Shrub; Graminoid,95,0.0,1287853904290487,1287853903290487,352769426489998,1287853888290487,1287853886290487,
1852987,4,17,3,43,20047,1,1,AIAL,1,AIAL,Tree,1,1.0,1287852494290487,1287852492290487,352769428489998,1287852454290487,1287852452290487,
1795839,4,17,3,89,20028,1,1,ELUM,1,ELUM,Shrub,1,0.0,1287854070290487,1287854067290487,352769435489998,1287853971290487,1287853966290487,
1856845,1,17,3,31,23251,1,2,ACPL,1,ACPL,Tree,1,1.0,785696577290487,785696575290487,352769453489998,785696544290487,785696542290487,
1857035,1,17,3,31,23466,1,1,ULPU,1,ULPU,Tree; Shrub,5,1.0,785694830290487,785694829290487,352769456489998,785694785290487,785694777290487,
1857035,1,17,3,31,23466,1,2,ULPU,1,ULPU,Tree; Shrub,5,1.0,785694831290487,785694829290487,352769456489998,785694785290487,785694778290487,
1857087,1,17,3,31,23522,1,3,ULPU,1,ULPU,Tree; Shrub,1,1.0,785696664290487,785696660290487,352769459489998,785696629290487,785696625290487,
1858000,1,17,3,31,22332,1,1,BETH,1,BETH,Shrub,1,1.0,785696709290487,785696708290487,352769464489998,785696678290487,785696672290487,
1855687,1,17,3,31,22151,1,1,POCU6,1,POCU6,Subshrub; Forb;herb,1,1.0,785694098290487,785694096290487,352769465489998,785694067290487,785694064290487,
1855687,1,17,3,31,22151,1,1,RHCA3,1,RHCA3,Tree; Shrub,2,0.0,785694099290487,785694097290487,352769465489998,785694067290487,785694064290487,
1857855,1,17,3,31,22099,1,1,ALPE4,1,ALPE4,Forb;herb,2,0.0,785694156290487,785694151290487,352769466489998,785694112290487,785694107290487,
1856901,1,17,3,31,23303,1,1,AIAL,1,AIAL,Tree,1,1.0,785694897290487,785694895290487,352769469489998,785694877290487,785694873290487,
1852359,4,17,3,31,20203,1,2,ROMU,1,ROMU,Vine; Subshrub,0,,942212743290487,942212735290487,352769474489998,942212660290487,942212657290487,
1852359,4,17,3,31,20203,1,2,ULPU,1,ULPU,Tree; Shrub,10,0.0,942212748290487,942212736290487,352769474489998,942212660290487,942212657290487,
1852406,4,17,3,31,20175,1,2,RHCA3,1,RHCA3,Tree; Shrub,10,0.0,942210883290487,942210880290487,352769478489998,942210840290487,942210836290487,
1917860,5,18,4,127,20001,1,1,CIAR4,1,CIAR4,Forb;herb,2,1.0,942231657290487,942231652290487,352769507489998,942231630290487,942231627290487,
1916222,6,18,4,89,20048,1,1,CIAR4,1,CIAR4,Forb;herb,1,0.0,942231773290487,942231770290487,352769508489998,942231667290487,942231665290487,
1916222,6,18,4,89,20048,1,1,LONIC,1,LONIC,,40,0.0,942231775290487,942231771290487,352769508489998,942231667290487,942231665290487,
1857055,1,17,3,31,23500,1,1,ULPU,1,ULPU,Tree; Shrub,5,0.0,785695856290487,785695853290487,352769526489998,785695796290487,785695790290487,
1857727,1,17,3,31,21962,1,1,ULPU,1,ULPU,Tree; Shrub,1,1.0,785696774290487,785696773290487,352769531489998,785696724290487,785696719290487,
1856927,1,17,3,31,23331,1,2,CIAR4,1,CIAR4,Forb;herb,0,,785693447290487,785693442290487,352769536489998,785693421290487,785693416290487,
1856914,1,17,3,31,23344,1,1,ALPE4,1,ALPE4,Forb;herb,1,0.0,785697002290487,785696996290487,352769538489998,785696873290487,785696870290487,
1856914,1,17,3,31,23344,1,1,LYNU,1,LYNU,Forb;herb,1,0.0,785697003290487,785696999290487,352769538489998,785696873290487,785696870290487,
1855516,1,17,3,31,23403,1,2,BETH,1,BETH,Shrub,0,,785695098290487,785695094290487,352769539489998,785694951290487,785694946290487,
1857355,1,17,3,31,23807,1,2,ACPL,1,ACPL,Tree,10,1.0,785697055290487,785697053290487,352769541489998,785697019290487,785697015290487,
1857096,1,17,3,31,23567,1,1,AIAL,1,AIAL,Tree,1,1.0,785698225290487,785698224290487,352769542489998,785698201290487,785698195290487,
1852490,4,17,3,31,20062,1,1,ALPE4,1,ALPE4,Forb;herb,1,0.0,942082955290487,942082950290487,352769546489998,942082818290487,942082815290487,
1852490,4,17,3,31,20062,1,1,BEVU,1,BEVU,Shrub,2,0.0,942082958290487,942082951290487,352769546489998,942082818290487,942082815290487,
