EVALID,EVAL_NAME,REPORT_YEAR,POPULATION_NAME,POPULATION_STRUCTURE_VERSION,POPULATION_ACRES,POPULATION_POINT_COUNT,POPULATION_PLOT_COUNT,ESTN_UNIT_NAME,ESTN_UNIT_ACRES,ESTN_UNIT_POINT_COUNT,ESTN_UNIT_PLOT_COUNT,STRATUM_NAME,STRATUM_LABEL,STRATUM_ACRES,STRATUM_POINT_COUNT,STRATUM_PLOT_COUNT,EXPNS,STRATUM_WEIGHT,STRATUM_SOURCE,STRATUM_SUBPLOT_ADJ_FACTOR,STRATUM_MICROPLOT_ADJ_FACTOR,EVAL_DESCRIPTION,STRATUM_DESCRIPTION,PE_CN,PSS_CN,PEU_CN,PSTREL_CN,PS_CN,CN,EVAL_GRP_ID,EVAL_GRP_NAME,EVAL_GRP_LABEL,PEG_CN
AustinTX2022All,"Austin, TX 2022 All Area",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,246,"City of Austin, TX",195259.0350815,877985,246,H,Woody Wetlands,4588.443324,20632,10,458.8443323976501,0.023499262515874416,NLCD 2021,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Woody Wetlands,1491024679290487,1491024481290487,1491024684290487,348875895489998,1506615192290487,1541941794290487,,,,
AustinTX2022All,"Austin, TX 2022 All Area",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,246,"City of Austin, TX",195259.0350815,877985,246,B,Dev-Open,22930.652106,103108,26,881.9481579185601,0.11743708605500094,NLCD 2021,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Open Space",1491024679290487,1491024481290487,1491024684290487,348875895489998,1506615186290487,1541941547290487,,,,
AustinTX2022All,"Austin, TX 2022 All Area",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,246,"City of Austin, TX",195259.0350815,877985,246,G,Forest/Veg,25952.10378,116694,22,1179.6410810394132,0.13291115451858518,NLCD 2021,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Shrub/Scrub; Grassland/Herbaceous; Deciduous Forest; Pasture/Hay; Cultivated Crops; Mixed Forest; Emergent Herbaceous Wetlands,1491024679290487,1491024481290487,1491024684290487,348875895489998,1506615191290487,1541941769290487,,,,
AustinTX2022All,"Austin, TX 2022 All Area",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,246,"City of Austin, TX",195259.0350815,877985,246,A,Water,4217.934087,18966,7,602.5620124254855,0.021601735792752725,NLCD 2021,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Open Water,1491024679290487,1491024481290487,1491024684290487,348875895489998,1506615185290487,1541941537290487,,,,
AustinTX2022All,"Austin, TX 2022 All Area",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,246,"City of Austin, TX",195259.0350815,877985,246,D,Dev-Med,42180.0080535,189663,51,827.0589814369408,0.2160207748423948,NLCD 2021,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Medium Intensity",1491024679290487,1491024481290487,1491024684290487,348875895489998,1506615188290487,1541941625290487,,,,
AustinTX2022All,"Austin, TX 2022 All Area",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,246,"City of Austin, TX",195259.0350815,877985,246,E,Dev-High,25793.0917155,115979,34,758.6203445696442,0.1320967898084819,NLCD 2021,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, High Intensity; Barren Land",1491024679290487,1491024481290487,1491024684290487,348875895489998,1506615189290487,1541941679290487,,,,
AustinTX2022All,"Austin, TX 2022 All Area",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,246,"City of Austin, TX",195259.0350815,877985,246,F,Evergrn Forest,36095.51693,162304,50,721.9103385563028,0.18485965022181472,NLCD 2021,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Evergreen Forest,1491024679290487,1491024481290487,1491024684290487,348875895489998,1506615190290487,1541941716290487,,,,
AustinTX2022All,"Austin, TX 2022 All Area",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,246,"City of Austin, TX",195259.0350815,877985,246,C,Dev-Low,33501.2850855,150639,46,728.2888062027919,0.1715735462450953,NLCD 2021,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Low Intensity",1491024679290487,1491024481290487,1491024684290487,348875895489998,1506615187290487,1541941576290487,,,,
AustinTX2022Curr,"Austin, TX 2022 Current Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,227,"City of Austin, TX",195259.0350815,877985,227,B,Dev-Open,22930.652106,103108,24,955.4438377451067,0.11743708605500094,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Open Space",1491024680290487,1491024482290487,1491024685290487,348875895489998,1506615186290487,1671654525290487,,,,
AustinTX2021FS,"Austin, TX 2021 Fully Sampled Curr Estimates",2021,"Austin, Texas Urban Area",1.0,195259.04,877985,219,"City of Austin, TX",195259.04,877985,219,C,Dev-Low,31530.65,141778,36,875.8513393078723,0.16148111869792764,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX . This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Low Intensity",1267607220290487,1267606876290487,1267607224290487,348875895489998,846757686290487,1274567396290487,,,,
AustinTX2021FS,"Austin, TX 2021 Fully Sampled Curr Estimates",2021,"Austin, Texas Urban Area",1.0,195259.04,877985,219,"City of Austin, TX",195259.04,877985,219,F,Forest,14573.07,65528,18,809.6148423897397,0.07463453248062324,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX . This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The boundary was defined using the 2010 U.S. Census Places spatial layer.",Deciduous Forest; Woody Wetlands; Mixed Forest,1267607220290487,1267606876290487,1267607224290487,348875895489998,846757689290487,1274567591290487,,,,
AustinTX2021FS,"Austin, TX 2021 Fully Sampled Curr Estimates",2021,"Austin, Texas Urban Area",1.0,195259.04,877985,219,"City of Austin, TX",195259.04,877985,219,A,Water/Wetland,4995.65,22463,7,713.6639684732655,0.025584719556712245,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX . This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The boundary was defined using the 2010 U.S. Census Places spatial layer.",Open Water; Barren Land; Emergent Herbaceous Wetlands,1267607220290487,1267606876290487,1267607224290487,348875895489998,846757684290487,1274567581290487,,,,
AustinTX2021FS,"Austin, TX 2021 Fully Sampled Curr Estimates",2021,"Austin, Texas Urban Area",1.0,195259.04,877985,219,"City of Austin, TX",195259.04,877985,219,H,Shrub/Veg,23204.64,104340,11,2109.5129740361062,0.11884029909394807,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX . This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The boundary was defined using the 2010 U.S. Census Places spatial layer.",Shrub/Scrub; Grassland/Herbaceous; Pasture/Hay; Cultivated Crops,1267607220290487,1267606876290487,1267607224290487,348875895489998,846757691290487,1274567522290487,,,,
AustinTX2021FS,"Austin, TX 2021 Fully Sampled Curr Estimates",2021,"Austin, Texas Urban Area",1.0,195259.04,877985,219,"City of Austin, TX",195259.04,877985,219,E,Dev-High,17417.49,78318,24,725.7288704021139,0.08920197953267994,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX . This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, High Intensity",1267607220290487,1267606876290487,1267607224290487,348875895489998,846757688290487,1274567612290487,,,,
AustinTX2021FS,"Austin, TX 2021 Fully Sampled Curr Estimates",2021,"Austin, Texas Urban Area",1.0,195259.04,877985,219,"City of Austin, TX",195259.04,877985,219,D,Dev-Med,32096.2,144321,33,972.6120437220143,0.16437752353400115,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX . This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Medium Intensity",1267607220290487,1267606876290487,1267607224290487,348875895489998,846757687290487,1274567435290487,,,,
AustinTX2021FS,"Austin, TX 2021 Fully Sampled Curr Estimates",2021,"Austin, Texas Urban Area",1.0,195259.04,877985,219,"City of Austin, TX",195259.04,877985,219,G,Evergrn Forest,35220.39,158369,42,838.5808442263766,0.18037779688719055,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX . This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The boundary was defined using the 2010 U.S. Census Places spatial layer.",Evergreen Forest,1267607220290487,1267606876290487,1267607224290487,348875895489998,846757690290487,1274567536290487,,,,
AustinTX2021FS,"Austin, TX 2021 Fully Sampled Curr Estimates",2021,"Austin, Texas Urban Area",1.0,195259.04,877985,219,"City of Austin, TX",195259.04,877985,219,B,Dev-Open,36220.95,162868,48,754.6030903792965,0.18550203021691714,NLCD 2016,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX . This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Open Space",1267607220290487,1267606876290487,1267607224290487,348875895489998,846757685290487,1274567471290487,,,,
AustinTX2022Curr,"Austin, TX 2022 Current Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,227,"City of Austin, TX",195259.0350815,877985,227,D,Dev-Med,42180.0080535,189663,47,897.4469798571059,0.2160207748423948,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Medium Intensity",1491024680290487,1491024482290487,1491024685290487,348875895489998,1506615188290487,1671654599290487,,,,
AustinTX2022Curr,"Austin, TX 2022 Current Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,227,"City of Austin, TX",195259.0350815,877985,227,F,Evergrn Forest,36095.51693,162304,44,820.352657450344,0.18485965022181472,NLCD 2021,1.0367810138520888,1.035294117647059,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Evergreen Forest,1491024680290487,1491024482290487,1491024685290487,348875895489998,1506615190290487,1671654686290487,,,,
AustinTX2022Curr,"Austin, TX 2022 Current Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,227,"City of Austin, TX",195259.0350815,877985,227,H,Woody Wetlands,4588.443324,20632,10,458.8443323976501,0.023499262515874416,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Woody Wetlands,1491024680290487,1491024482290487,1491024685290487,348875895489998,1506615192290487,1671654753290487,,,,
AustinTX2022Curr,"Austin, TX 2022 Current Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,227,"City of Austin, TX",195259.0350815,877985,227,A,Water,4217.934087,18966,7,602.5620124254855,0.021601735792752725,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Open Water,1491024680290487,1491024482290487,1491024685290487,348875895489998,1506615185290487,1671654515290487,,,,
AustinTX2022Curr,"Austin, TX 2022 Current Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,227,"City of Austin, TX",195259.0350815,877985,227,G,Forest/Veg,25952.10378,116694,17,1526.5943401686523,0.13291115451858518,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Shrub/Scrub; Grassland/Herbaceous; Deciduous Forest; Pasture/Hay; Cultivated Crops; Mixed Forest; Emergent Herbaceous Wetlands,1491024680290487,1491024482290487,1491024685290487,348875895489998,1506615191290487,1671654733290487,,,,
AustinTX2022Curr,"Austin, TX 2022 Current Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,227,"City of Austin, TX",195259.0350815,877985,227,C,Dev-Low,33501.2850855,150639,44,761.3928428483733,0.1715735462450953,NLCD 2021,1.008943179846709,1.0048815455965174,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Low Intensity",1491024680290487,1491024482290487,1491024685290487,348875895489998,1506615187290487,1671654552290487,,,,
AustinTX2022Curr,"Austin, TX 2022 Current Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,227,"City of Austin, TX",195259.0350815,877985,227,E,Dev-High,25793.0917155,115979,34,758.6203445696442,0.1320967898084819,NLCD 2021,1.01160399784063,1.0063754428732938,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, High Intensity; Barren Land",1491024680290487,1491024482290487,1491024685290487,348875895489998,1506615189290487,1671654649290487,,,,
AustinTX2022FS,"Austin, TX 2022 Fully Sampled Curr Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,222,"City of Austin, TX",195259.0350815,877985,222,D,Dev-Med,42180.0080535,189663,47,897.4469798571059,0.2160207748423948,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Medium Intensity",1491024681290487,1491024483290487,1491024686290487,348875895489998,1506615188290487,1541942151290487,,,,
AustinTX2022FS,"Austin, TX 2022 Fully Sampled Curr Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,222,"City of Austin, TX",195259.0350815,877985,222,G,Forest/Veg,25952.10378,116694,17,1526.5943401686523,0.13291115451858518,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Shrub/Scrub; Grassland/Herbaceous; Deciduous Forest; Pasture/Hay; Cultivated Crops; Mixed Forest; Emergent Herbaceous Wetlands,1491024681290487,1491024483290487,1491024686290487,348875895489998,1506615191290487,1541942281290487,,,,
AustinTX2022FS,"Austin, TX 2022 Fully Sampled Curr Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,222,"City of Austin, TX",195259.0350815,877985,222,E,Dev-High,25793.0917155,115979,33,781.6088398596335,0.1320967898084819,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, High Intensity; Barren Land",1491024681290487,1491024483290487,1491024686290487,348875895489998,1506615189290487,1541942201290487,,,,
AustinTX2022FS,"Austin, TX 2022 Fully Sampled Curr Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,222,"City of Austin, TX",195259.0350815,877985,222,A,Water,4217.934087,18966,7,602.5620124254855,0.021601735792752725,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Open Water,1491024681290487,1491024483290487,1491024686290487,348875895489998,1506615185290487,1541942068290487,,,,
AustinTX2022Invs,"Austin, TX 2022 Invasive Species Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,155,"City of Austin, TX",195259.0350815,877985,155,D,Dev-Med,42180.0080535,189663,29,1454.4830363201372,0.2160207748423948,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Medium Intensity",1491024682290487,1491024484290487,1491024687290487,348875895489998,1506615188290487,1541943341290487,,,,
AustinTX2022Invs,"Austin, TX 2022 Invasive Species Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,155,"City of Austin, TX",195259.0350815,877985,155,F,Evergrn Forest,36095.51693,162304,31,1164.3715138004884,0.18485965022181472,NLCD 2021,1.0264949129160685,1.0163934426229508,"Evaluation used to produce current estimates of invasive species population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Evergreen Forest,1491024682290487,1491024484290487,1491024687290487,348875895489998,1506615190290487,1541943401290487,,,,
AustinTX2022Invs,"Austin, TX 2022 Invasive Species Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,155,"City of Austin, TX",195259.0350815,877985,155,A,Water,4217.934087,18966,6,702.9890144963997,0.021601735792752725,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Open Water,1491024682290487,1491024484290487,1491024687290487,348875895489998,1506615185290487,1541943283290487,,,,
AustinTX2022Invs,"Austin, TX 2022 Invasive Species Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,155,"City of Austin, TX",195259.0350815,877985,155,H,Woody Wetlands,4588.443324,20632,9,509.827035997389,0.023499262515874416,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Woody Wetlands,1491024682290487,1491024484290487,1491024687290487,348875895489998,1506615192290487,1541943450290487,,,,
AustinTX2022Invs,"Austin, TX 2022 Invasive Species Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,155,"City of Austin, TX",195259.0350815,877985,155,B,Dev-Open,22930.652106,103108,16,1433.1657566176602,0.11743708605500094,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Open Space",1491024682290487,1491024484290487,1491024687290487,348875895489998,1506615186290487,1541943292290487,,,,
AustinTX2022Invs,"Austin, TX 2022 Invasive Species Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,155,"City of Austin, TX",195259.0350815,877985,155,C,Dev-Low,33501.2850855,150639,27,1240.7883364936454,0.1715735462450953,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Low Intensity",1491024682290487,1491024484290487,1491024687290487,348875895489998,1506615187290487,1541943311290487,,,,
AustinTX2022Invs,"Austin, TX 2022 Invasive Species Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,155,"City of Austin, TX",195259.0350815,877985,155,E,Dev-High,25793.0917155,115979,25,1031.7236686147162,0.1320967898084819,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, High Intensity; Barren Land",1491024682290487,1491024484290487,1491024687290487,348875895489998,1506615189290487,1541943373290487,,,,
AustinTX2022Invs,"Austin, TX 2022 Invasive Species Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,155,"City of Austin, TX",195259.0350815,877985,155,G,Forest/Veg,25952.10378,116694,12,2162.675315238924,0.13291115451858518,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of invasive species population attributes for the City of Austin, TX. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Shrub/Scrub; Grassland/Herbaceous; Deciduous Forest; Pasture/Hay; Cultivated Crops; Mixed Forest; Emergent Herbaceous Wetlands,1491024682290487,1491024484290487,1491024687290487,348875895489998,1506615191290487,1541943435290487,,,,
AustinTX2022FS,"Austin, TX 2022 Fully Sampled Curr Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,222,"City of Austin, TX",195259.0350815,877985,222,B,Dev-Open,22930.652106,103108,24,955.4438377451067,0.11743708605500094,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Open Space",1491024681290487,1491024483290487,1491024686290487,348875895489998,1506615186290487,1541942078290487,,,,
AustinTX2022FS,"Austin, TX 2022 Fully Sampled Curr Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,222,"City of Austin, TX",195259.0350815,877985,222,C,Dev-Low,33501.2850855,150639,43,779.0996531471727,0.1715735462450953,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Low Intensity",1491024681290487,1491024483290487,1491024686290487,348875895489998,1506615187290487,1541942105290487,,,,
AustinTX2022FS,"Austin, TX 2022 Fully Sampled Curr Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,222,"City of Austin, TX",195259.0350815,877985,222,F,Evergrn Forest,36095.51693,162304,41,880.3784616540278,0.18485965022181472,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Evergreen Forest,1491024681290487,1491024483290487,1491024686290487,348875895489998,1506615190290487,1541942237290487,,,,
AustinTX2022FS,"Austin, TX 2022 Fully Sampled Curr Estimates",2022,"Austin, Texas Urban Area",1.0,195259.0350815,877985,222,"City of Austin, TX",195259.0350815,877985,222,H,Woody Wetlands,4588.443324,20632,10,458.8443323976501,0.023499262515874416,NLCD 2021,1.0,1.0,"Evaluation used to produce current estimates of area and tree population attributes for the City of Austin, TX. This evaluation is a non-standard evaluation that uses a statistical sample constrained to only plots that were 100% sampled. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Woody Wetlands,1491024681290487,1491024483290487,1491024686290487,348875895489998,1506615192290487,1541942301290487,,,,
BaltimoreMD2020All,"Baltimore, MD 2020 All Area",2020,"Baltimore, Maryland Urban Area",1.0,58909.85915492963,264898,227,"City of Baltimore, MD",58909.85915492963,264898,227,B,Dev-Open/Veg,10373.9065974796,46648,48,216.12305411415883,0.17609796978459633,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Baltimore, MD. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Open Space; Grassland/Herbaceous; Pasture/Hay; Cultivated Crops; Emergent Herbaceous Wetlands",1254341385290487,1249737998290487,1254341828290487,348875892489998,1256474511290487,1274560510290487,,,,
BaltimoreMD2020All,"Baltimore, MD 2020 All Area",2020,"Baltimore, Maryland Urban Area",1.0,58909.85915492963,264898,227,"City of Baltimore, MD",58909.85915492963,264898,227,C,Dev-Low,12816.604892513,57632,46,278.6218454894127,0.2175629865080144,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Baltimore, MD. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Low Intensity",1254341385290487,1249737998290487,1254341828290487,348875892489998,1256474512290487,1274560561290487,,,,
BaltimoreMD2020All,"Baltimore, MD 2020 All Area",2020,"Baltimore, Maryland Urban Area",1.0,58909.85915492963,264898,227,"City of Baltimore, MD",58909.85915492963,264898,227,D,Dev-Med,13589.8443291327,61109,51,266.46753586534714,0.2306887934223739,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Baltimore, MD. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Medium Intensity",1254341385290487,1249737998290487,1254341828290487,348875892489998,1256474513290487,1274560610290487,,,,
BaltimoreMD2020All,"Baltimore, MD 2020 All Area",2020,"Baltimore, Maryland Urban Area",1.0,58909.85915492963,264898,227,"City of Baltimore, MD",58909.85915492963,264898,227,F,Forest/Shrub,3730.09636767976,16773,14,266.435454834269,0.0633187113530491,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Baltimore, MD. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Deciduous Forest; Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,1254341385290487,1249737998290487,1254341828290487,348875892489998,1256474515290487,1274560710290487,,,,
BaltimoreMD2020All,"Baltimore, MD 2020 All Area",2020,"Baltimore, Maryland Urban Area",1.0,58909.85915492963,264898,227,"City of Baltimore, MD",58909.85915492963,264898,227,E,Dev-High,11811.4158636027,53112,43,274.6840898512251,0.200499815023141,NLCD 2016,1.0,1.0,"Evaluation used to produce estimates of the total population area and sample response rates for the City of Baltimore, MD. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, High Intensity; Barren Land",1254341385290487,1249737998290487,1254341828290487,348875892489998,1256474514290487,1274560664290487,,,,
BaltimoreMD2020Curr,"Baltimore, MD 2020 Current Estimates",2020,"Baltimore, Maryland Urban Area",1.0,58909.85915492963,264898,208,"City of Baltimore, MD",58909.85915492963,264898,208,C,Dev-Low,12816.604892513,57632,41,312.60011932958497,0.2175629865080144,NLCD 2016,1.064464101734751,1.0461326931412895,"Evaluation used to produce current estimates of area and tree population attributes for the City of Baltimore, MD. The city boundary was defined using the 2010 U.S. Census Places spatial layer.","Developed, Low Intensity",1254341386290487,1249738331290487,1254341829290487,348875892489998,1256474512290487,1274560759290487,,,,
BaltimoreMD2020Curr,"Baltimore, MD 2020 Current Estimates",2020,"Baltimore, Maryland Urban Area",1.0,58909.85915492963,264898,208,"City of Baltimore, MD",58909.85915492963,264898,208,F,Forest/Shrub,3730.09636767976,16773,13,286.9304898215205,0.0633187113530491,NLCD 2016,1.1936777996899413,1.2309991833454879,"Evaluation used to produce current estimates of area and tree population attributes for the City of Baltimore, MD. The city boundary was defined using the 2010 U.S. Census Places spatial layer.",Deciduous Forest; Evergreen Forest; Mixed Forest; Shrub/Scrub; Woody Wetlands,1254341386290487,1249738331290487,1254341829290487,348875892489998,1256474515290487,1274560803290487,,,,
