DB_VAR,LABEL_VAR,VAR_GROUP,GROUP_ORDER,WITHIN_GROUP_ORDER,ATTRIBUTE_LIST,PAGE_LIST,ROW_LIST,COL_LIST,MAX_COLS,DECODE_STATEMENT,FUNCTION_NAME,PRC_METADATA,ATTRIBUTE_REF,SQL_SELECT,SQL_JOIN,SQL_GROUPBY,CN
plt.road_dist_cd,Road distance,Plot information,9.0,4.0,Y,Y,Y,Y,11,ID_PLOT,"case coalesce(plt.road_dist_cd,-1)when 1 then '`0001 0-100 feet' when 2 then '`0002 101-300 feet' when 3 then '`0003 301-500 feet' when 4 then '`0004 501-1000 feet' when 5 then '`0005 1001-1/2 Mile' when 6 then '`0006 1/2 Mile - 1 Mile' when 7 then '`0007 1 Mile - 3 Miles' when 8 then '`0008 3 Miles - 5 Miles' when 9 then '`0009 greater than 5 Miles'  when -1 then '`0010 Not available' else '`0011 Other'    end","The straight-line distance from plot center to the nearest improved road. An improved road is a road of any width that is maintained as evidence by pavement, gravel, grading, ditching, and/or other improvements.","SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_horiz_dist_imprvd_road;","case coalesce(plt.road_dist_cd,-1)when 1 then '`0001 0-100 feet' when 2 then '`0002 101-300 feet' when 3 then '`0003 301-500 feet' when 4 then '`0004 501-1000 feet' when 5 then '`0005 1001-1/2 Mile' when 6 then '`0006 1/2 Mile - 1 Mile' when 7 then '`0007 1 Mile - 3 Miles' when 8 then '`0008 3 Miles - 5 Miles' when 9 then '`0009 > 5 Miles'  when -1 then '`0010 Not available'else '`0011 Other'    end",,"case coalesce(plt.road_dist_cd,-1)when 1 then '`0001 0-100 feet' when 2 then '`0002 101-300 feet' when 3 then '`0003 301-500 feet' when 4 then '`0004 501-1000 feet' when 5 then '`0005 1001-1/2 Mile' when 6 then '`0006 1/2 Mile - 1 Mile' when 7 then '`0007 1 Mile - 3 Miles' when 8 then '`0008 3 Miles - 5 Miles' when 9 then '`0009 > 5 Miles'  when -1 then '`0010 Not available'else '`0011 Other'    end",211101273991109
tre.dmg_root_stem_girdling,Root-stem girdling,Tree damages,6.0,6.0,Y,Y,Y,Y,4,ID_TREE,"case coalesce(tre.dmg_root_stem_girdling,-1) when 0 then '`0001 Absent' when 1 then '`0002 Present' when -1 then '`0003 Not available'else '`0004 Other'end","Indication of whether or not stem damage from girdling root is present. Stem girdling occurs when roots begin to grow around the main stem of the tree and cut off or restrict the movement of water, plant nutrients, and stored food reserved. Certain trees are more prone to this problem than others. Lindens, magnolias, pines, and maples (other than silver maple) are susceptible to root girdling.",,"case coalesce(tre.dmg_root_stem_girdling,-1) when 0 then '`0001 Absent' when 1 then '`0002 Present' when -1 then '`0003 Not available' else '`0004 Other' end",,"case coalesce(tre.dmg_root_stem_girdling,-1) when 0 then '`0001 Absent' when 1 then '`0002 Present' when -1 then '`0003 Not available'else '`0004 Other'end",211101252991109
sdl.is_planted,Sdl Planted,Tree attributes,4.0,6.0,Y,Y,Y,Y,5,ID_SEEDLING,"case coalesce(sdl.is_planted,'-1') when '1' then '`0001 Planted' when '2' then '`0002 Natural' when '3' then '`0003 Not Sure'  when '-1' then '`0004 Not available' else '`0005 Other'    end",Indication of whether or not the seedling count for an individual species shows some evidence of being planted.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_seedling_planted;","case coalesce(sdl.is_planted,'-1') when '1' then '`0001 Planted' when '2' then '`0002 Natural' when '3' then '`0003 Not Sure'  when '-1' then '`0004 Not available' else '`0005 Other'    end",,"case coalesce(sdl.is_planted,'-1') when '1' then '`0001 Planted' when '2' then '`0002 Natural' when '3' then '`0003 Not Sure'  when '-1' then '`0004 Not available' else '`0005 Other'    end",211101274991109
sdl.spgrpcd,Sdl Species group,Species,3.0,9.0,Y,Y,Y,Y,5,ID_SEEDLING,"fs_fiadb_urban.NUTS_FUNCTIONS.SPGRPCDLABEL(sdl.spgrpcd, sdl.statecd, sdl.spcd)",The general grouping of similar tree species for the purposes of organization and reporting.,,"'`' || CASE WHEN REF_SPECIES_GROUP_SDL.SPGRPCD IS NULL THEN '99999' ELSE lpad(REF_SPECIES_GROUP_SDL.SPGRPCD, 5, '0') END || ' ' || CASE WHEN REF_SPECIES_GROUP_SDL.NAME IS NULL THEN 'Other or Unknown' WHEN REF_SPECIES_GROUP_SDL.SPGRPCD = 37 THEN 'Cottonwood and aspen (East)' WHEN REF_SPECIES_GROUP_SDL.SPGRPCD = 44 THEN 'Cottonwood and aspen (West)' ELSE REF_SPECIES_GROUP_SDL.NAME END","LEFT OUTER JOIN FS_FIADB.REF_SPECIES_GROUP REF_SPECIES_GROUP ON (REF_SPECIES_GROUP_SDL.SPGRPCD = CASE WHEN SDL.STATECD IN (46, 38, 31, 20) AND SDL.SPCD = 122 THEN 11 ELSE SDL.SPGRPCD END)","'`' || CASE WHEN REF_SPECIES_GROUP_SDL.SPGRPCD IS NULL THEN '99999' ELSE lpad(REF_SPECIES_GROUP_SDL.SPGRPCD, 5, '0') END || ' ' || CASE WHEN REF_SPECIES_GROUP_SDL.NAME IS NULL THEN 'Other or Unknown' WHEN REF_SPECIES_GROUP_SDL.SPGRPCD = 37 THEN 'Cottonwood and aspen (East)' WHEN REF_SPECIES_GROUP_SDL.SPGRPCD = 44 THEN 'Cottonwood and aspen (West)' ELSE REF_SPECIES_GROUP_SDL.NAME END",1318769423290487
sdl.spcd,Seedling Species common name,Species,3.0,7.0,Y,N,Y,N,2669,ID_SEEDLING,fs_fiadb_urban.NUTS_FUNCTIONS.spcdlabel(sdl.spcd),An FIA numeric code and common name identifying the tree species.,,"'`' || CASE WHEN REF_SPECIES_SDL_COM.SPCD IS NULL THEN '9999' ELSE lpad(REF_SPECIES_SDL_COM.SPCD, 4, '0') END || case when REF_SPECIES_SDL_COM.SPCD is null then 'Other or Unknown' else ' SPCD ' || LPAD(REF_SPECIES_SDL_COM.SPCD, 4, '0') || ' - ' || REF_SPECIES_SDL_COM.COMMON_NAME || ' (' || REF_SPECIES_SDL_COM.GENUS ||' ' || REF_SPECIES_SDL_COM.SPECIES || case when REF_SPECIES_SDL_COM.VARIETY is null then ')' else ' ' || REF_SPECIES_SDL_COM.VARIETY || ')' end end",left outer join FS_FIADB.REF_SPECIES REF_SPECIES on (SDL.SPCD = REF_SPECIES_SDL_COM.SPCD),"'`' || CASE WHEN REF_SPECIES_SDL_COM.SPCD IS NULL THEN '9999' ELSE lpad(REF_SPECIES_SDL_COM.SPCD, 4, '0') END || case when REF_SPECIES_SDL_COM.SPCD is null then 'Other or Unknown' else ' SPCD ' || LPAD(REF_SPECIES_SDL_COM.SPCD, 4, '0') || ' - ' || REF_SPECIES_SDL_COM.COMMON_NAME || ' (' || REF_SPECIES_SDL_COM.GENUS ||' ' || REF_SPECIES_SDL_COM.SPECIES || case when REF_SPECIES_SDL_COM.VARIETY is null then ')' else ' ' || REF_SPECIES_SDL_COM.VARIETY || ')' end end",1318769422290487
sdl.spcd,Seedling Species scientific name,Species,3.0,8.0,Y,N,Y,N,2669,ID_SEEDLING,fs_fiadb_urban.NUTS_FUNCTIONS.spcdlatinlabel(sdl.spcd),An FIA numeric code and scientific name identifying the tree species.,,"'`' || CASE WHEN REF_SPECIES_SDL_SCI.SPCD IS NULL THEN '9999' ELSE lpad(REF_SPECIES_SDL_SCI.SPCD, 4, '0') END || case when REF_SPECIES_SDL_SCI.SPCD is null then 'Other or Unknown' else ' SPCD ' || LPAD(REF_SPECIES_SDL_SCI.SPCD, 4, '0') || ' - ' || REF_SPECIES_SDL_SCI.COMMON_NAME || ' (' || REF_SPECIES_SDL_SCI.GENUS ||' ' || REF_SPECIES_SDL_SCI.SPECIES || case when REF_SPECIES_SDL_SCI.VARIETY is null then ')' else ' ' || REF_SPECIES_SDL_SCI.VARIETY || ')' end end",left outer join FS_FIADB.REF_SPECIES REF_SPECIES on (SDL.SPCD = REF_SPECIES_SDL_SCI.SPCD),"'`' || CASE WHEN REF_SPECIES_SDL_SCI.SPCD IS NULL THEN '9999' ELSE lpad(REF_SPECIES_SDL_SCI.SPCD, 4, '0') END || case when REF_SPECIES_SDL_SCI.SPCD is null then 'Other or Unknown' else ' SPCD ' || LPAD(REF_SPECIES_SDL_SCI.SPCD, 4, '0') || ' - ' || REF_SPECIES_SDL_SCI.COMMON_NAME || ' (' || REF_SPECIES_SDL_SCI.GENUS ||' ' || REF_SPECIES_SDL_SCI.SPECIES || case when REF_SPECIES_SDL_SCI.VARIETY is null then ')' else ' ' || REF_SPECIES_SDL_SCI.VARIETY || ')' end end",1318769421290487
tre.dmg_sidewalk_root_conflict,Sidewalk-root conflict,Tree damages,6.0,5.0,Y,Y,Y,Y,4,ID_TREE,"case coalesce(tre.dmg_sidewalk_root_conflict,-1) when 0 then '`0001 Absent' when 1 then '`0002 Present' when -1 then '`0003 Not available'else '`0004 Other'end","Indication of whether or not a conflict with roots is present. Conflict occurs when roots cause direct damage to infrastructures such as sidewalks, curbs, driveways, roads, or other hardscapes.",,"case coalesce(tre.dmg_sidewalk_root_conflict,-1) when 0 then '`0001 Absent' when 1 then '`0002 Present' when -1 then '`0003 Not available' else '`0004 Other' end",,"case coalesce(tre.dmg_sidewalk_root_conflict,-1) when 0 then '`0001 Absent' when 1 then '`0002 Present' when -1 then '`0003 Not available'else '`0004 Other'end",211101251991109
cnd.disturbance_cd2,Stand disturbance 2,Forest characteristics,8.0,11.0,Y,Y,Y,Y,33,ID_COND,"case coalesce(cnd.disturbance_cd2,-1)when 00 then '`0001 None - no observable disturbance' when 10 then '`0002 Insect damage (to both understory vegetation and trees)' when 11 then '`0003 insect damage to understory vegetation' when 12 then '`0004 insect damage to trees, including seedlings and saplings' when 20 then '`0005 Disease damage (to both understory vegetation and trees)' when 21 then '`0006 Vegetat' when 22 then '`0007 disease damage to trees, including seedlings and saplings' when 30 then '`0008 Fire (from crown and ground fire, either prescribed or natural)' when 31 then '`0009 ground fire' when 32 then '`0010 crown fire' when 40 then '`0011 Animal damage (other than listed below)' when 41 then '`0012 beaver (includes flooding caused by beaver)' when 42 then '`0013 porcupine' when 43 then '`0014 deer/ungulate' when 44 then '`0015 bear (CORE OPTIONAL)' when 45 then '`0016 rabbit (CORE OPTIONAL)' when 46 then '`0017 domestic animal/livestock (includes grazing)' when 50 then '`0018 Weather damage (other than listed below)' when 51 then '`0019 ice' when 52 then '`0020 wind (includes hurricane, tornado)' when 53 then '`0021 flooding (weather induced' when 54 then '`0022 drought' when 60 then '`0023 Vegetation (suppression, competition, vines)' when 70 then '`0024 Unknown/not sure/other' when 80 then '`0025 Human-caused damage' when 90 then '`0026 Geologic disturbances' when 91 then '`0027 landslide' when 92 then '`0028 avalanche track' when 93 then '`0029 volcanic blast zone' when 94 then '`0030 other geologic event' when 95 then '`0031 earth movement/avalanches' when -1 then '`0032 Not available'else '`0033 Other'end",The second disturbance present in the condition occurring since the last measurement or within the last 5 years.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_disturbance ORDER BY VALUE;","case coalesce(cnd.disturbance_cd2,-1)when 00 then '`0001 None - no observable disturbance' when 10 then '`0002 Insect damage (to both understory vegetation and trees)' when 11 then '`0003 insect damage to understory vegetation' when 12 then '`0004 insect damage to trees, including seedlings and saplings' when 20 then '`0005 Disease damage (to both understory vegetation and trees)' when 21 then '`0006 Vegetat' when 22 then '`0007 disease damage to trees, including seedlings and saplings' when 30 then '`0008 Fire (from crown and ground fire, either prescribed or natural)' when 31 then '`0009 ground fire' when 32 then '`0010 crown fire' when 40 then '`0011 Animal damage (other than listed below)' when 41 then '`0012 beaver (includes flooding caused by beaver)' when 42 then '`0013 porcupine' when 43 then '`0014 deer/ungulate' when 44 then '`0015 bear (CORE OPTIONAL)' when 45 then '`0016 rabbit (CORE OPTIONAL)' when 46 then '`0017 domestic animal/livestock (includes grazing)' when 50 then '`0018 Weather damage (other than listed below)' when 51 then '`0019 ice' when 52 then '`0020 wind (includes hurricane, tornado)' when 53 then '`0021 flooding (weather induced' when 54 then '`0022 drought' when 60 then '`0023 Vegetation (suppression, competition, vines)' when 70 then '`0024 Unknown/not sure/other' when 80 then '`0025 Human-caused damage' when 90 then '`0026 Geologic disturbances' when 91 then '`0027 landslide' when 92 then '`0028 avalanche track' when 93 then '`0029 volcanic blast zone' when 94 then '`0030 other geologic event' when 95 then '`0031 earth movement/avalanches' when -1 then '`0032 Not available'else '`0033 Other'end",,"case coalesce(cnd.disturbance_cd2,-1)when 00 then '`0001 None - no observable disturbance' when 10 then '`0002 Insect damage (to both understory vegetation and trees)' when 11 then '`0003 insect damage to understory vegetation' when 12 then '`0004 insect damage to trees, including seedlings and saplings' when 20 then '`0005 Disease damage (to both understory vegetation and trees)' when 21 then '`0006 Vegetat' when 22 then '`0007 disease damage to trees, including seedlings and saplings' when 30 then '`0008 Fire (from crown and ground fire, either prescribed or natural)' when 31 then '`0009 ground fire' when 32 then '`0010 crown fire' when 40 then '`0011 Animal damage (other than listed below)' when 41 then '`0012 beaver (includes flooding caused by beaver)' when 42 then '`0013 porcupine' when 43 then '`0014 deer/ungulate' when 44 then '`0015 bear (CORE OPTIONAL)' when 45 then '`0016 rabbit (CORE OPTIONAL)' when 46 then '`0017 domestic animal/livestock (includes grazing)' when 50 then '`0018 Weather damage (other than listed below)' when 51 then '`0019 ice' when 52 then '`0020 wind (includes hurricane, tornado)' when 53 then '`0021 flooding (weather induced' when 54 then '`0022 drought' when 60 then '`0023 Vegetation (suppression, competition, vines)' when 70 then '`0024 Unknown/not sure/other' when 80 then '`0025 Human-caused damage' when 90 then '`0026 Geologic disturbances' when 91 then '`0027 landslide' when 92 then '`0028 avalanche track' when 93 then '`0029 volcanic blast zone' when 94 then '`0030 other geologic event' when 95 then '`0031 earth movement/avalanches' when -1 then '`0032 Not available'else '`0033 Other'end",211101280991109
cnd.disturbance_cd3,Stand disturbance 3,Forest characteristics,8.0,12.0,Y,Y,Y,Y,33,ID_COND,"case coalesce(cnd.disturbance_cd3,-1)when 00 then '`0001 None - no observable disturbance' when 10 then '`0002 Insect damage (to both understory vegetation and trees)' when 11 then '`0003 insect damage to understory vegetation' when 12 then '`0004 insect damage to trees, including seedlings and saplings' when 20 then '`0005 Disease damage (to both understory vegetation and trees)' when 21 then '`0006 Vegetat' when 22 then '`0007 disease damage to trees, including seedlings and saplings' when 30 then '`0008 Fire (from crown and ground fire, either prescribed or natural)' when 31 then '`0009 ground fire' when 32 then '`0010 crown fire' when 40 then '`0011 Animal damage (other than listed below)' when 41 then '`0012 beaver (includes flooding caused by beaver)' when 42 then '`0013 porcupine' when 43 then '`0014 deer/ungulate' when 44 then '`0015 bear (CORE OPTIONAL)' when 45 then '`0016 rabbit (CORE OPTIONAL)' when 46 then '`0017 domestic animal/livestock (includes grazing)' when 50 then '`0018 Weather damage (other than listed below)' when 51 then '`0019 ice' when 52 then '`0020 wind (includes hurricane, tornado)' when 53 then '`0021 flooding (weather induced' when 54 then '`0022 drought' when 60 then '`0023 Vegetation (suppression, competition, vines)' when 70 then '`0024 Unknown/not sure/other' when 80 then '`0025 Human-caused damage' when 90 then '`0026 Geologic disturbances' when 91 then '`0027 landslide' when 92 then '`0028 avalanche track' when 93 then '`0029 volcanic blast zone' when 94 then '`0030 other geologic event' when 95 then '`0031 earth movement/avalanches' when -1 then '`0032 Not available'else '`0033 Other'end",The third disturbance present in the condition occurring since the last measurement or within the last 5 years.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_disturbance ORDER BY VALUE;","case coalesce(cnd.disturbance_cd3,-1)when 00 then '`0001 None - no observable disturbance' when 10 then '`0002 Insect damage (to both understory vegetation and trees)' when 11 then '`0003 insect damage to understory vegetation' when 12 then '`0004 insect damage to trees, including seedlings and saplings' when 20 then '`0005 Disease damage (to both understory vegetation and trees)' when 21 then '`0006 Vegetat' when 22 then '`0007 disease damage to trees, including seedlings and saplings' when 30 then '`0008 Fire (from crown and ground fire, either prescribed or natural)' when 31 then '`0009 ground fire' when 32 then '`0010 crown fire' when 40 then '`0011 Animal damage (other than listed below)' when 41 then '`0012 beaver (includes flooding caused by beaver)' when 42 then '`0013 porcupine' when 43 then '`0014 deer/ungulate' when 44 then '`0015 bear (CORE OPTIONAL)' when 45 then '`0016 rabbit (CORE OPTIONAL)' when 46 then '`0017 domestic animal/livestock (includes grazing)' when 50 then '`0018 Weather damage (other than listed below)' when 51 then '`0019 ice' when 52 then '`0020 wind (includes hurricane, tornado)' when 53 then '`0021 flooding (weather induced' when 54 then '`0022 drought' when 60 then '`0023 Vegetation (suppression, competition, vines)' when 70 then '`0024 Unknown/not sure/other' when 80 then '`0025 Human-caused damage' when 90 then '`0026 Geologic disturbances' when 91 then '`0027 landslide' when 92 then '`0028 avalanche track' when 93 then '`0029 volcanic blast zone' when 94 then '`0030 other geologic event' when 95 then '`0031 earth movement/avalanches' when -1 then '`0032 Not available'else '`0033 Other'end",,"case coalesce(cnd.disturbance_cd3,-1)when 00 then '`0001 None - no observable disturbance' when 10 then '`0002 Insect damage (to both understory vegetation and trees)' when 11 then '`0003 insect damage to understory vegetation' when 12 then '`0004 insect damage to trees, including seedlings and saplings' when 20 then '`0005 Disease damage (to both understory vegetation and trees)' when 21 then '`0006 Vegetat' when 22 then '`0007 disease damage to trees, including seedlings and saplings' when 30 then '`0008 Fire (from crown and ground fire, either prescribed or natural)' when 31 then '`0009 ground fire' when 32 then '`0010 crown fire' when 40 then '`0011 Animal damage (other than listed below)' when 41 then '`0012 beaver (includes flooding caused by beaver)' when 42 then '`0013 porcupine' when 43 then '`0014 deer/ungulate' when 44 then '`0015 bear (CORE OPTIONAL)' when 45 then '`0016 rabbit (CORE OPTIONAL)' when 46 then '`0017 domestic animal/livestock (includes grazing)' when 50 then '`0018 Weather damage (other than listed below)' when 51 then '`0019 ice' when 52 then '`0020 wind (includes hurricane, tornado)' when 53 then '`0021 flooding (weather induced' when 54 then '`0022 drought' when 60 then '`0023 Vegetation (suppression, competition, vines)' when 70 then '`0024 Unknown/not sure/other' when 80 then '`0025 Human-caused damage' when 90 then '`0026 Geologic disturbances' when 91 then '`0027 landslide' when 92 then '`0028 avalanche track' when 93 then '`0029 volcanic blast zone' when 94 then '`0030 other geologic event' when 95 then '`0031 earth movement/avalanches' when -1 then '`0032 Not available'else '`0033 Other'end",211101281991109
cnd.disturbance_cd1,Stand disturbance group 1,Forest characteristics,8.0,13.0,Y,Y,Y,Y,12,ID_COND,"case when coalesce(cnd.disturbance_cd1,-1) =-1 then '`0011 Not available' when cnd.disturbance_cd1 <10 then '`0001 None' when cnd.disturbance_cd1 <20 then '`0002 Insect' when cnd.disturbance_cd1 <30 then '`0003 Disease' when cnd.disturbance_cd1 <40 then '`0004 Fire' when cnd.disturbance_cd1 <50 then '`0005 Animal' when cnd.disturbance_cd1 <60 then '`0006 Weather' when cnd.disturbance_cd1 <70 then '`0007 Vegetation' when cnd.disturbance_cd1 <80 then '`0008 Unknown' when cnd.disturbance_cd1 <90 then '`0009 Human' when cnd.disturbance_cd1 <100 then '`0010 Geologic'else '`0012 Other'end","The first disturbance group present in the condition occurring since the last measurement or within the last 5 years. Disturbance groups include Animal, Disease, Fire, Geologic, Human, Insect, Vegetation, Weather, None, Unknown.","SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_disturbance;","case when coalesce(cnd.disturbance_cd1,-1) =-1 then '`0011 Not available' when cnd.disturbance_cd1 <10 then '`0001 None' when cnd.disturbance_cd1 <20 then '`0002 Insect' when cnd.disturbance_cd1 <30 then '`0003 Disease' when cnd.disturbance_cd1 <40 then '`0004 Fire' when cnd.disturbance_cd1 <50 then '`0005 Animal' when cnd.disturbance_cd1 <60 then '`0006 Weather' when cnd.disturbance_cd1 <70 then '`0007 Vegetation' when cnd.disturbance_cd1 <80 then '`0008 Unknown' when cnd.disturbance_cd1 <90 then '`0009 Human' when cnd.disturbance_cd1 <100 then '`0010 Geologic'else '`0012 Other'end",,"case when coalesce(cnd.disturbance_cd1,-1) =-1 then '`0011 Not available' when cnd.disturbance_cd1 <10 then '`0001 None' when cnd.disturbance_cd1 <20 then '`0002 Insect' when cnd.disturbance_cd1 <30 then '`0003 Disease' when cnd.disturbance_cd1 <40 then '`0004 Fire' when cnd.disturbance_cd1 <50 then '`0005 Animal' when cnd.disturbance_cd1 <60 then '`0006 Weather' when cnd.disturbance_cd1 <70 then '`0007 Vegetation' when cnd.disturbance_cd1 <80 then '`0008 Unknown' when cnd.disturbance_cd1 <90 then '`0009 Human' when cnd.disturbance_cd1 <100 then '`0010 Geologic'else '`0012 Other'end",211101217991109
cnd.disturbance_cd2,Stand disturbance group 2,Forest characteristics,8.0,14.0,Y,Y,Y,Y,12,ID_COND,"case when coalesce(cnd.disturbance_cd2,-1) =-1 then '`0011 Not available' when cnd.disturbance_cd2 <10 then '`0001 None' when cnd.disturbance_cd2 <20 then '`0002 Insect' when cnd.disturbance_cd2 <30 then '`0003 Disease' when cnd.disturbance_cd2 <40 then '`0004 Fire' when cnd.disturbance_cd2 <50 then '`0005 Animal' when cnd.disturbance_cd2 <60 then '`0006 Weather' when cnd.disturbance_cd2 <70 then '`0007 Vegetation' when cnd.disturbance_cd2 <80 then '`0008 Unknown' when cnd.disturbance_cd2 <90 then '`0009 Human' when cnd.disturbance_cd2 <100 then '`0010 Geologic'else '`0012 Other'end","The second disturbance group present in the condition occurring since the last measurement or within the last 5 years. Disturbance groups include Animal, Disease, Fire, Geologic, Human, Insect, Vegetation, Weather, None, Unknown.","SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_disturbance;","case when coalesce(cnd.disturbance_cd2,-1) =-1 then '`0011 Not available' when cnd.disturbance_cd2 <10 then '`0001 None' when cnd.disturbance_cd2 <20 then '`0002 Insect' when cnd.disturbance_cd2 <30 then '`0003 Disease' when cnd.disturbance_cd2 <40 then '`0004 Fire' when cnd.disturbance_cd2 <50 then '`0005 Animal' when cnd.disturbance_cd2 <60 then '`0006 Weather' when cnd.disturbance_cd2 <70 then '`0007 Vegetation' when cnd.disturbance_cd2 <80 then '`0008 Unknown' when cnd.disturbance_cd2 <90 then '`0009 Human' when cnd.disturbance_cd2 <100 then '`0010 Geologic'else '`0012 Other'end",,"case when coalesce(cnd.disturbance_cd2,-1) =-1 then '`0011 Not available' when cnd.disturbance_cd2 <10 then '`0001 None' when cnd.disturbance_cd2 <20 then '`0002 Insect' when cnd.disturbance_cd2 <30 then '`0003 Disease' when cnd.disturbance_cd2 <40 then '`0004 Fire' when cnd.disturbance_cd2 <50 then '`0005 Animal' when cnd.disturbance_cd2 <60 then '`0006 Weather' when cnd.disturbance_cd2 <70 then '`0007 Vegetation' when cnd.disturbance_cd2 <80 then '`0008 Unknown' when cnd.disturbance_cd2 <90 then '`0009 Human' when cnd.disturbance_cd2 <100 then '`0010 Geologic'else '`0012 Other'end",211101218991109
cnd.disturbance_cd3,Stand disturbance group 3,Forest characteristics,8.0,15.0,Y,Y,Y,Y,12,ID_COND,"case when coalesce(cnd.disturbance_cd3,-1) =-1 then '`0011 Not available' ||
                    ' when cnd.disturbance_cd3 <10 then '`0001 None' when cnd.disturbance_cd3 <20 then '`0002 Insect' when cnd.disturbance_cd3 <30 then '`0003 Disease' when cnd.disturbance_cd3 <40 then '`0004 Fire' when cnd.disturbance_cd3 <50 then '`0005 Animal' when cnd.disturbance_cd3 <60 then '`0006 Weather' when cnd.disturbance_cd3 <70 then '`0007 Vegetation' when cnd.disturbance_cd3 <80 then '`0008 Unknown' when cnd.disturbance_cd3 <90 then '`0009 Human' when cnd.disturbance_cd3 <100 then '`0010 Geologic'else '`0012 Other'end","The third disturbance group present in the condition occurring since the last measurement or within the last 5 years. Disturbance groups include Animal, Disease, Fire, Geologic, Human, Insect, Vegetation, Weather, None, Unknown.","SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_disturbance;","case when coalesce(cnd.disturbance_cd3,-1) =-1 then '`0011 Not available' || ' when cnd.disturbance_cd3 <10 then '`0001 None' when cnd.disturbance_cd3 <20 then '`0002 Insect' when cnd.disturbance_cd3 <30 then '`0003 Disease' when cnd.disturbance_cd3 <40 then '`0004 Fire' when cnd.disturbance_cd3 <50 then '`0005 Animal' when cnd.disturbance_cd3 <60 then '`0006 Weather' when cnd.disturbance_cd3 <70 then '`0007 Vegetation' when cnd.disturbance_cd3 <80 then '`0008 Unknown' when cnd.disturbance_cd3 <90 then '`0009 Human' when cnd.disturbance_cd3 <100 then '`0010 Geologic'else '`0012 Other'end",,"case when coalesce(cnd.disturbance_cd3,-1) =-1 then '`0011 Not available' || ' when cnd.disturbance_cd3 <10 then '`0001 None' when cnd.disturbance_cd3 <20 then '`0002 Insect' when cnd.disturbance_cd3 <30 then '`0003 Disease' when cnd.disturbance_cd3 <40 then '`0004 Fire' when cnd.disturbance_cd3 <50 then '`0005 Animal' when cnd.disturbance_cd3 <60 then '`0006 Weather' when cnd.disturbance_cd3 <70 then '`0007 Vegetation' when cnd.disturbance_cd3 <80 then '`0008 Unknown' when cnd.disturbance_cd3 <90 then '`0009 Human' when cnd.disturbance_cd3 <100 then '`0010 Geologic'else '`0012 Other'end",211101219991109
cnd.stdorgcd,Stand origin,Forest characteristics,8.0,5.0,Y,Y,Y,Y,4,ID_COND,"case coalesce(cnd.stdorgcd,-1) when 0 then '`0001 Natural' when 1 then '`0002 Artificial' when -1 then '`0003 Not available' else '`0004 Other'    end",The method of stand regeneration for trees in the condition. An artificially regenerated stand is established by planting or artificial seeding.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_regeneration_status;","case coalesce(cnd.stdorgcd,-1) when 0 then '`0001 Natural' when 1 then '`0002 Artificial' when -1 then '`0003 Not available' else '`0004 Other'    end",,"case coalesce(cnd.stdorgcd,-1) when 0 then '`0001 Natural' when 1 then '`0002 Artificial' when -1 then '`0003 Not available' else '`0004 Other'    end",211101220991109
cnd.treatment_cd1,Stand treatment 1,Forest characteristics,8.0,7.0,Y,Y,Y,Y,8,ID_COND,"case coalesce(cnd.treatment_cd1,-1) when 0 then '`0001 None' when 10 then '`0002 Cutting' when 20 then '`0003 Site Preparation' when 30 then '`0004 Artificial Regeneration' when 40 then '`0005 Natural Regeneration' when 50 then '`0006 Other' when -1 then '`0007 Not available' else '`0008 Other'    end",The first treatment present in the condition occurring since the last measurement or within the last 5 years for new plot visits. The term treatment implies that a silvicultural application has been prescribed.,"SELECT ABBR as value, meaning FROM fs_fiadb_urban.ref_treatment;","case coalesce(cnd.treatment_cd1,-1) when 0 then '`0001 None' when 10 then '`0002 Cutting' when 20 then '`0003 Site Preparation' when 30 then '`0004 Artificial Regeneration' when 40 then '`0005 Natural Regeneration' when 50 then '`0006 Other' when -1 then '`0007 Not available' else '`0008 Other'    end",,"case coalesce(cnd.treatment_cd1,-1) when 0 then '`0001 None' when 10 then '`0002 Cutting' when 20 then '`0003 Site Preparation' when 30 then '`0004 Artificial Regeneration' when 40 then '`0005 Natural Regeneration' when 50 then '`0006 Other' when -1 then '`0007 Not available' else '`0008 Other'    end",211101221991109
